precision_at_50,miss_rate,fpr,mttr_days,sla_rate,seed,method
0.7399999999999999,0.2037037037037037,0.11868686868686869,2.4560185185185186,0.9629629629629629,520,proposed_ensemble
0.7533333333333333,0.19675925925925922,0.11773989898989899,2.4907407407407405,0.9537037037037037,520,rf_only
0.7033333333333333,0.2199074074074074,0.12089646464646464,2.4837962962962963,0.9606481481481483,520,xgb_only
0.22,0.6712962962962963,0.18244949494949494,6.125,0.6620370370370371,520,cvss_only
0.40666666666666673,0.4444444444444444,0.15151515151515152,4.069444444444445,0.8449074074074074,520,epss_only
0.17,0.7453703703703703,0.19255050505050506,7.731481481481482,0.5023148148148148,520,random
0.7433333333333335,0.18287037037037038,0.1158459595959596,2.3958333333333335,0.9675925925925927,521,proposed_ensemble
0.7366666666666668,0.18287037037037035,0.1158459595959596,2.425925925925926,0.9675925925925927,521,rf_only
0.7133333333333334,0.20138888888888892,0.11837121212121214,2.4375,0.9699074074074074,521,xgb_only
0.19333333333333336,0.6828703703703706,0.18402777777777776,6.12037037037037,0.662037037037037,521,cvss_only
0.37333333333333335,0.49074074074074076,0.15782828282828285,4.104166666666667,0.8564814814814814,521,epss_only
0.10666666666666667,0.8009259259259259,0.20012626262626265,7.958333333333333,0.48379629629629634,521,random
0.71,0.19444444444444442,0.11742424242424242,2.402777777777778,0.976851851851852,522,proposed_ensemble
0.7266666666666667,0.19444444444444445,0.11742424242424243,2.3981481481481484,0.9814814814814815,522,rf_only
0.6966666666666667,0.20370370370370372,0.11868686868686869,2.4560185185185186,0.9722222222222222,522,xgb_only
0.21333333333333335,0.6944444444444445,0.18560606060606058,6.3125,0.6226851851851851,522,cvss_only
0.3733333333333333,0.47685185185185186,0.15593434343434345,4.236111111111112,0.8449074074074074,522,epss_only
0.12,0.8055555555555557,0.20075757575757577,7.9490740740740735,0.4768518518518519,522,random
0.7033333333333335,0.1851851851851852,0.11616161616161617,2.3379629629629632,0.976851851851852,523,proposed_ensemble
0.7333333333333334,0.1851851851851852,0.11616161616161617,2.351851851851852,0.976851851851852,523,rf_only
0.7099999999999999,0.20833333333333334,0.11931818181818182,2.439814814814815,0.9745370370370371,523,xgb_only
0.23666666666666666,0.6597222222222222,0.18087121212121215,6.034722222222222,0.6412037037037037,523,cvss_only
0.4166666666666667,0.4768518518518518,0.15593434343434343,4.150462962962963,0.8379629629629629,523,epss_only
0.08333333333333333,0.8171296296296297,0.2023358585858586,7.944444444444444,0.4791666666666667,523,random
0.7433333333333333,0.16666666666666666,0.11363636363636365,2.2662037037037037,0.9814814814814815,524,proposed_ensemble
0.7566666666666667,0.16203703703703706,0.1130050505050505,2.2662037037037037,0.9745370370370371,524,rf_only
0.7366666666666667,0.18749999999999997,0.11647727272727275,2.3032407407407405,0.9791666666666669,524,xgb_only
0.24333333333333332,0.6458333333333334,0.17897727272727273,6.087962962962963,0.6550925925925927,524,cvss_only
0.4533333333333333,0.42129629629629634,0.14835858585858586,3.8310185185185186,0.8796296296296297,524,epss_only
0.12,0.7777777777777778,0.196969696969697,7.810185185185186,0.48148148148148145,524,random
