seed,overlap,recall_realtime,recall_scheduled,recall_fusion,gain_over_best_single,gain_over_realtime,scheduled_only_fresh,coverage_union,blind_spot,fusion_miss,miss_above_floor
1020,0.7,0.7552118359112306,0.41963685272360457,0.7552118359112306,0.0,0.0,0.0,0.7552118359112306,0.24478816408876936,0.24478816408876936,0.0
1021,0.45,0.7456258411843876,0.41790040376850607,0.8970390309555855,0.1514131897711979,0.1514131897711979,0.15141318977119786,1.0,0.0,0.10296096904441454,0.10296096904441454
1021,0.5,0.7289780077619664,0.41203104786545924,0.8609314359637775,0.1319534282018111,0.1319534282018111,0.13195342820181113,0.944372574385511,0.05562742561448897,0.13906856403622248,0.08344113842173351
1021,0.55,0.7643097643097643,0.4101010101010101,0.8491582491582491,0.08484848484848484,0.08484848484848484,0.08484848484848485,0.9077441077441077,0.09225589225589226,0.1508417508417509,0.05858585858585863
1021,0.6,0.7547554347826086,0.42391304347826086,0.8070652173913043,0.052309782608695676,0.052309782608695676,0.052309782608695655,0.8417119565217391,0.15828804347826086,0.19293478260869568,0.03464673913043481
1021,0.7,0.776246719160105,0.4448818897637795,0.776246719160105,0.0,0.0,0.0,0.776246719160105,0.22375328083989499,0.22375328083989499,0.0
1022,0.45,0.7472240365774004,0.4350097975179621,0.9190071848465056,0.17178314826910512,0.17178314826910512,0.17178314826910515,1.0,0.0,0.08099281515349444,0.08099281515349444
1022,0.5,0.7359781121751026,0.4076607387140903,0.8625170998632011,0.12653898768809857,0.12653898768809857,0.1265389876880985,0.9507523939808481,0.0492476060191519,0.13748290013679887,0.08823529411764697
1022,0.55,0.7487821851078637,0.42727905358385526,0.8448155880306193,0.09603340292275564,0.09603340292275564,0.09603340292275574,0.9032707028531664,0.09672929714683365,0.1551844119693807,0.05845511482254706
1022,0.6,0.761056105610561,0.4409240924092409,0.8224422442244225,0.06138613861386144,0.06138613861386144,0.061386138613861385,0.8587458745874588,0.14125412541254123,0.17755775577557753,0.0363036303630363
1022,0.7,0.75,0.4126984126984127,0.75,0.0,0.0,0.0,0.75,0.25,0.25,0.0
1023,0.45,0.7445652173913043,0.42527173913043476,0.8953804347826086,0.15081521739130432,0.15081521739130432,0.15081521739130435,1.0,0.0,0.10461956521739135,0.10461956521739135
1023,0.5,0.7401960784313726,0.43977591036414565,0.8683473389355743,0.12815126050420167,0.12815126050420167,0.12815126050420167,0.9502801120448179,0.04971988795518212,0.13165266106442575,0.08193277310924363
1023,0.55,0.7437673130193906,0.4231301939058172,0.8337950138504155,0.09002770083102496,0.09002770083102496,0.09002770083102493,0.896814404432133,0.103185595567867,0.16620498614958445,0.06301939058171746
1023,0.6,0.7396907216494846,0.40850515463917525,0.8041237113402062,0.06443298969072164,0.06443298969072164,0.06443298969072164,0.8492268041237113,0.15077319587628868,0.19587628865979378,0.045103092783505105
1023,0.7,0.7683653209794837,0.43481138318994045,0.7683653209794837,0.0,0.0,0.0,0.7683653209794837,0.23163467902051627,0.23163467902051627,0.0
1024,0.45,0.7514831905075807,0.4245220830586684,0.9024390243902439,0.1509558338826632,0.1509558338826632,0.15095583388266315,1.0,0.0,0.09756097560975607,0.09756097560975607
1024,0.5,0.7614442295293359,0.425531914893617,0.8749194068343005,0.11347517730496459,0.11347517730496459,0.11347517730496454,0.9561573178594455,0.043842682140554534,0.12508059316569953,0.081237911025145
1024,0.55,0.7524752475247525,0.433003300330033,0.8382838283828383,0.08580858085808585,0.08580858085808585,0.0858085808580858,0.902970297029703,0.097029702970297,0.16171617161716167,0.06468646864686467
1024,0.6,0.7445504087193461,0.4393732970027248,0.8051771117166212,0.06062670299727513,0.06062670299727513,0.060626702997275204,0.8487738419618529,0.1512261580381471,0.1948228882833788,0.043596730245231696
1024,0.7,0.7652232746955345,0.4431664411366712,0.7652232746955345,0.0,0.0,0.0,0.7652232746955345,0.23477672530446547,0.23477672530446547,0.0
