cell_K,cell_lambda,driver,scorer,seed,window,n_pairs,n_positives,p_at_50
50,3.0,Random,CVSS-only,107,6,1519,163,0.14
50,3.0,Random,Random,107,6,1519,163,0.08
50,3.0,Random,HygienePrio-full,108,1,1725,155,0.5
50,3.0,Random,EPSS-only,108,1,1725,155,0.24
50,3.0,Random,HRS-only,108,1,1725,155,0.36
50,3.0,Random,CVSS-only,108,1,1725,155,0.0
50,3.0,Random,Random,108,1,1725,155,0.04
50,3.0,Random,HygienePrio-full,108,2,1682,156,0.44
50,3.0,Random,EPSS-only,108,2,1682,156,0.26
50,3.0,Random,HRS-only,108,2,1682,156,0.36
50,3.0,Random,CVSS-only,108,2,1682,156,0.0
50,3.0,Random,Random,108,2,1682,156,0.12
50,3.0,Random,HygienePrio-full,108,3,1633,160,0.5
50,3.0,Random,EPSS-only,108,3,1633,160,0.28
50,3.0,Random,HRS-only,108,3,1633,160,0.36
50,3.0,Random,CVSS-only,108,3,1633,160,0.02
50,3.0,Random,Random,108,3,1633,160,0.02
50,3.0,Random,HygienePrio-full,108,4,1584,174,0.54
50,3.0,Random,EPSS-only,108,4,1584,174,0.32
50,3.0,Random,HRS-only,108,4,1584,174,0.5
50,3.0,Random,CVSS-only,108,4,1584,174,0.02
50,3.0,Random,Random,108,4,1584,174,0.04
50,3.0,Random,HygienePrio-full,108,5,1537,186,0.58
50,3.0,Random,EPSS-only,108,5,1537,186,0.32
50,3.0,Random,HRS-only,108,5,1537,186,0.44
50,3.0,Random,CVSS-only,108,5,1537,186,0.08
50,3.0,Random,Random,108,5,1537,186,0.14
50,3.0,Random,HygienePrio-full,108,6,1489,183,0.64
50,3.0,Random,EPSS-only,108,6,1489,183,0.32
50,3.0,Random,HRS-only,108,6,1489,183,0.44
50,3.0,Random,CVSS-only,108,6,1489,183,0.08
50,3.0,Random,Random,108,6,1489,183,0.1
50,3.0,Random,HygienePrio-full,109,1,1724,167,0.66
50,3.0,Random,EPSS-only,109,1,1724,167,0.32
50,3.0,Random,HRS-only,109,1,1724,167,0.36
50,3.0,Random,CVSS-only,109,1,1724,167,0.06
50,3.0,Random,Random,109,1,1724,167,0.06
50,3.0,Random,HygienePrio-full,109,2,1675,159,0.6
50,3.0,Random,EPSS-only,109,2,1675,159,0.3
50,3.0,Random,HRS-only,109,2,1675,159,0.42
50,3.0,Random,CVSS-only,109,2,1675,159,0.06
50,3.0,Random,Random,109,2,1675,159,0.08
50,3.0,Random,HygienePrio-full,109,3,1627,155,0.66
50,3.0,Random,EPSS-only,109,3,1627,155,0.34
50,3.0,Random,HRS-only,109,3,1627,155,0.4
50,3.0,Random,CVSS-only,109,3,1627,155,0.08
50,3.0,Random,Random,109,3,1627,155,0.14
50,3.0,Random,HygienePrio-full,109,4,1579,166,0.64
50,3.0,Random,EPSS-only,109,4,1579,166,0.36
50,3.0,Random,HRS-only,109,4,1579,166,0.34
50,3.0,Random,CVSS-only,109,4,1579,166,0.1
50,3.0,Random,Random,109,4,1579,166,0.14
50,3.0,Random,HygienePrio-full,109,5,1534,166,0.66
50,3.0,Random,EPSS-only,109,5,1534,166,0.38
50,3.0,Random,HRS-only,109,5,1534,166,0.4
50,3.0,Random,CVSS-only,109,5,1534,166,0.14
50,3.0,Random,Random,109,5,1534,166,0.08
50,3.0,Random,HygienePrio-full,109,6,1487,166,0.68
50,3.0,Random,EPSS-only,109,6,1487,166,0.38
50,3.0,Random,HRS-only,109,6,1487,166,0.34
50,3.0,Random,CVSS-only,109,6,1487,166,0.14
50,3.0,Random,Random,109,6,1487,166,0.16
50,3.0,Random,HygienePrio-full,110,1,1741,172,0.56
50,3.0,Random,EPSS-only,110,1,1741,172,0.26
50,3.0,Random,HRS-only,110,1,1741,172,0.36
50,3.0,Random,CVSS-only,110,1,1741,172,0.1
50,3.0,Random,Random,110,1,1741,172,0.12
50,3.0,Random,HygienePrio-full,110,2,1691,175,0.56
50,3.0,Random,EPSS-only,110,2,1691,175,0.3
50,3.0,Random,HRS-only,110,2,1691,175,0.38
50,3.0,Random,CVSS-only,110,2,1691,175,0.18
50,3.0,Random,Random,110,2,1691,175,0.14
50,3.0,Random,HygienePrio-full,110,3,1642,174,0.64
50,3.0,Random,EPSS-only,110,3,1642,174,0.38
50,3.0,Random,HRS-only,110,3,1642,174,0.4
50,3.0,Random,CVSS-only,110,3,1642,174,0.14
50,3.0,Random,Random,110,3,1642,174,0.12
50,3.0,Random,HygienePrio-full,110,4,1595,174,0.62
50,3.0,Random,EPSS-only,110,4,1595,174,0.38
50,3.0,Random,HRS-only,110,4,1595,174,0.34
50,3.0,Random,CVSS-only,110,4,1595,174,0.14
50,3.0,Random,Random,110,4,1595,174,0.06
50,3.0,Random,HygienePrio-full,110,5,1545,186,0.64
50,3.0,Random,EPSS-only,110,5,1545,186,0.34
50,3.0,Random,HRS-only,110,5,1545,186,0.32
50,3.0,Random,CVSS-only,110,5,1545,186,0.18
50,3.0,Random,Random,110,5,1545,186,0.14
50,3.0,Random,HygienePrio-full,110,6,1496,177,0.66
50,3.0,Random,EPSS-only,110,6,1496,177,0.36
50,3.0,Random,HRS-only,110,6,1496,177,0.34
50,3.0,Random,CVSS-only,110,6,1496,177,0.14
50,3.0,Random,Random,110,6,1496,177,0.14
50,3.0,Random,HygienePrio-full,111,1,1694,167,0.58
50,3.0,Random,EPSS-only,111,1,1694,167,0.38
50,3.0,Random,HRS-only,111,1,1694,167,0.32
50,3.0,Random,CVSS-only,111,1,1694,167,0.16
50,3.0,Random,Random,111,1,1694,167,0.08
50,3.0,Random,HygienePrio-full,111,2,1647,171,0.6
50,3.0,Random,EPSS-only,111,2,1647,171,0.38
50,3.0,Random,HRS-only,111,2,1647,171,0.26
50,3.0,Random,CVSS-only,111,2,1647,171,0.18
50,3.0,Random,Random,111,2,1647,171,0.08
50,3.0,Random,HygienePrio-full,111,3,1598,175,0.62
50,3.0,Random,EPSS-only,111,3,1598,175,0.4
50,3.0,Random,HRS-only,111,3,1598,175,0.3
50,3.0,Random,CVSS-only,111,3,1598,175,0.2
50,3.0,Random,Random,111,3,1598,175,0.14
50,3.0,Random,HygienePrio-full,111,4,1554,180,0.68
50,3.0,Random,EPSS-only,111,4,1554,180,0.44
50,3.0,Random,HRS-only,111,4,1554,180,0.32
50,3.0,Random,CVSS-only,111,4,1554,180,0.2
50,3.0,Random,Random,111,4,1554,180,0.12
50,3.0,Random,HygienePrio-full,111,5,1509,175,0.68
50,3.0,Random,EPSS-only,111,5,1509,175,0.44
50,3.0,Random,HRS-only,111,5,1509,175,0.38
50,3.0,Random,CVSS-only,111,5,1509,175,0.22
50,3.0,Random,Random,111,5,1509,175,0.08
50,3.0,Random,HygienePrio-full,111,6,1464,183,0.66
50,3.0,Random,EPSS-only,111,6,1464,183,0.44
50,3.0,Random,HRS-only,111,6,1464,183,0.34
50,3.0,Random,CVSS-only,111,6,1464,183,0.16
50,3.0,Random,Random,111,6,1464,183,0.1
50,3.0,Random,HygienePrio-full,112,1,1768,164,0.62
50,3.0,Random,EPSS-only,112,1,1768,164,0.34
50,3.0,Random,HRS-only,112,1,1768,164,0.32
50,3.0,Random,CVSS-only,112,1,1768,164,0.1
50,3.0,Random,Random,112,1,1768,164,0.12
50,3.0,Random,HygienePrio-full,112,2,1721,170,0.66
50,3.0,Random,EPSS-only,112,2,1721,170,0.34
50,3.0,Random,HRS-only,112,2,1721,170,0.34
50,3.0,Random,CVSS-only,112,2,1721,170,0.08
50,3.0,Random,Random,112,2,1721,170,0.12
50,3.0,Random,HygienePrio-full,112,3,1677,164,0.6
50,3.0,Random,EPSS-only,112,3,1677,164,0.36
50,3.0,Random,HRS-only,112,3,1677,164,0.4
50,3.0,Random,CVSS-only,112,3,1677,164,0.06
50,3.0,Random,Random,112,3,1677,164,0.2
50,3.0,Random,HygienePrio-full,112,4,1629,165,0.56
50,3.0,Random,EPSS-only,112,4,1629,165,0.34
50,3.0,Random,HRS-only,112,4,1629,165,0.34
50,3.0,Random,CVSS-only,112,4,1629,165,0.06
50,3.0,Random,Random,112,4,1629,165,0.1
50,3.0,Random,HygienePrio-full,112,5,1583,168,0.58
50,3.0,Random,EPSS-only,112,5,1583,168,0.4
50,3.0,Random,HRS-only,112,5,1583,168,0.36
50,3.0,Random,CVSS-only,112,5,1583,168,0.08
50,3.0,Random,Random,112,5,1583,168,0.12
50,3.0,Random,HygienePrio-full,112,6,1533,168,0.54
50,3.0,Random,EPSS-only,112,6,1533,168,0.34
50,3.0,Random,HRS-only,112,6,1533,168,0.32
50,3.0,Random,CVSS-only,112,6,1533,168,0.06
50,3.0,Random,Random,112,6,1533,168,0.04
50,3.0,Random,HygienePrio-full,113,1,1730,173,0.66
50,3.0,Random,EPSS-only,113,1,1730,173,0.34
50,3.0,Random,HRS-only,113,1,1730,173,0.34
50,3.0,Random,CVSS-only,113,1,1730,173,0.12
50,3.0,Random,Random,113,1,1730,173,0.12
50,3.0,Random,HygienePrio-full,113,2,1681,178,0.72
50,3.0,Random,EPSS-only,113,2,1681,178,0.38
50,3.0,Random,HRS-only,113,2,1681,178,0.36
50,3.0,Random,CVSS-only,113,2,1681,178,0.08
50,3.0,Random,Random,113,2,1681,178,0.1
50,3.0,Random,HygienePrio-full,113,3,1634,180,0.64
50,3.0,Random,EPSS-only,113,3,1634,180,0.38
50,3.0,Random,HRS-only,113,3,1634,180,0.38
50,3.0,Random,CVSS-only,113,3,1634,180,0.1
50,3.0,Random,Random,113,3,1634,180,0.18
50,3.0,Random,HygienePrio-full,113,4,1587,178,0.66
50,3.0,Random,EPSS-only,113,4,1587,178,0.38
50,3.0,Random,HRS-only,113,4,1587,178,0.38
50,3.0,Random,CVSS-only,113,4,1587,178,0.1
50,3.0,Random,Random,113,4,1587,178,0.06
50,3.0,Random,HygienePrio-full,113,5,1542,174,0.6
50,3.0,Random,EPSS-only,113,5,1542,174,0.38
50,3.0,Random,HRS-only,113,5,1542,174,0.4
50,3.0,Random,CVSS-only,113,5,1542,174,0.1
50,3.0,Random,Random,113,5,1542,174,0.16
50,3.0,Random,HygienePrio-full,113,6,1496,178,0.52
50,3.0,Random,EPSS-only,113,6,1496,178,0.34
50,3.0,Random,HRS-only,113,6,1496,178,0.44
50,3.0,Random,CVSS-only,113,6,1496,178,0.1
50,3.0,Random,Random,113,6,1496,178,0.22
50,3.0,Random,HygienePrio-full,114,1,1808,157,0.46
50,3.0,Random,EPSS-only,114,1,1808,157,0.24
50,3.0,Random,HRS-only,114,1,1808,157,0.34
50,3.0,Random,CVSS-only,114,1,1808,157,0.08
50,3.0,Random,Random,114,1,1808,157,0.1
50,3.0,Random,HygienePrio-full,114,2,1759,161,0.5
50,3.0,Random,EPSS-only,114,2,1759,161,0.26
50,3.0,Random,HRS-only,114,2,1759,161,0.36
50,3.0,Random,CVSS-only,114,2,1759,161,0.06
50,3.0,Random,Random,114,2,1759,161,0.12
50,3.0,Random,HygienePrio-full,114,3,1710,172,0.54
50,3.0,Random,EPSS-only,114,3,1710,172,0.28
50,3.0,Random,HRS-only,114,3,1710,172,0.34
50,3.0,Random,CVSS-only,114,3,1710,172,0.1
50,3.0,Random,Random,114,3,1710,172,0.1
50,3.0,Random,HygienePrio-full,114,4,1662,177,0.58
50,3.0,Random,EPSS-only,114,4,1662,177,0.34
50,3.0,Random,HRS-only,114,4,1662,177,0.36
50,3.0,Random,CVSS-only,114,4,1662,177,0.12
50,3.0,Random,Random,114,4,1662,177,0.1
50,3.0,Random,HygienePrio-full,114,5,1614,183,0.58
50,3.0,Random,EPSS-only,114,5,1614,183,0.32
50,3.0,Random,HRS-only,114,5,1614,183,0.4
50,3.0,Random,CVSS-only,114,5,1614,183,0.14
50,3.0,Random,Random,114,5,1614,183,0.1
50,3.0,Random,HygienePrio-full,114,6,1566,177,0.56
50,3.0,Random,EPSS-only,114,6,1566,177,0.34
50,3.0,Random,HRS-only,114,6,1566,177,0.34
50,3.0,Random,CVSS-only,114,6,1566,177,0.14
50,3.0,Random,Random,114,6,1566,177,0.14
50,3.0,Random,HygienePrio-full,115,1,1645,139,0.6
50,3.0,Random,EPSS-only,115,1,1645,139,0.28
50,3.0,Random,HRS-only,115,1,1645,139,0.2
50,3.0,Random,CVSS-only,115,1,1645,139,0.1
50,3.0,Random,Random,115,1,1645,139,0.08
50,3.0,Random,HygienePrio-full,115,2,1600,142,0.56
50,3.0,Random,EPSS-only,115,2,1600,142,0.32
50,3.0,Random,HRS-only,115,2,1600,142,0.2
50,3.0,Random,CVSS-only,115,2,1600,142,0.12
50,3.0,Random,Random,115,2,1600,142,0.04
50,3.0,Random,HygienePrio-full,115,3,1552,144,0.6
50,3.0,Random,EPSS-only,115,3,1552,144,0.32
50,3.0,Random,HRS-only,115,3,1552,144,0.26
50,3.0,Random,CVSS-only,115,3,1552,144,0.14
50,3.0,Random,Random,115,3,1552,144,0.08
50,3.0,Random,HygienePrio-full,115,4,1505,151,0.6
50,3.0,Random,EPSS-only,115,4,1505,151,0.28
50,3.0,Random,HRS-only,115,4,1505,151,0.24
50,3.0,Random,CVSS-only,115,4,1505,151,0.1
50,3.0,Random,Random,115,4,1505,151,0.06
50,3.0,Random,HygienePrio-full,115,5,1456,150,0.64
50,3.0,Random,EPSS-only,115,5,1456,150,0.32
50,3.0,Random,HRS-only,115,5,1456,150,0.32
50,3.0,Random,CVSS-only,115,5,1456,150,0.1
50,3.0,Random,Random,115,5,1456,150,0.1
50,3.0,Random,HygienePrio-full,115,6,1410,142,0.68
50,3.0,Random,EPSS-only,115,6,1410,142,0.36
50,3.0,Random,HRS-only,115,6,1410,142,0.34
50,3.0,Random,CVSS-only,115,6,1410,142,0.04
50,3.0,Random,Random,115,6,1410,142,0.08
50,3.0,Random,HygienePrio-full,116,1,1776,177,0.6
50,3.0,Random,EPSS-only,116,1,1776,177,0.38
50,3.0,Random,HRS-only,116,1,1776,177,0.24
50,3.0,Random,CVSS-only,116,1,1776,177,0.16
50,3.0,Random,Random,116,1,1776,177,0.08
50,3.0,Random,HygienePrio-full,116,2,1730,172,0.6
50,3.0,Random,EPSS-only,116,2,1730,172,0.42
50,3.0,Random,HRS-only,116,2,1730,172,0.22
50,3.0,Random,CVSS-only,116,2,1730,172,0.12
50,3.0,Random,Random,116,2,1730,172,0.16
50,3.0,Random,HygienePrio-full,116,3,1685,176,0.64
50,3.0,Random,EPSS-only,116,3,1685,176,0.42
50,3.0,Random,HRS-only,116,3,1685,176,0.3
50,3.0,Random,CVSS-only,116,3,1685,176,0.14
50,3.0,Random,Random,116,3,1685,176,0.14
50,3.0,Random,HygienePrio-full,116,4,1641,184,0.62
50,3.0,Random,EPSS-only,116,4,1641,184,0.46
50,3.0,Random,HRS-only,116,4,1641,184,0.3
50,3.0,Random,CVSS-only,116,4,1641,184,0.12
50,3.0,Random,Random,116,4,1641,184,0.1
50,3.0,Random,HygienePrio-full,116,5,1595,183,0.62
50,3.0,Random,EPSS-only,116,5,1595,183,0.48
50,3.0,Random,HRS-only,116,5,1595,183,0.32
50,3.0,Random,CVSS-only,116,5,1595,183,0.12
50,3.0,Random,Random,116,5,1595,183,0.08
50,3.0,Random,HygienePrio-full,116,6,1546,190,0.64
50,3.0,Random,EPSS-only,116,6,1546,190,0.48
50,3.0,Random,HRS-only,116,6,1546,190,0.38
50,3.0,Random,CVSS-only,116,6,1546,190,0.14
50,3.0,Random,Random,116,6,1546,190,0.2
50,3.0,Random,HygienePrio-full,117,1,1829,170,0.64
50,3.0,Random,EPSS-only,117,1,1829,170,0.42
50,3.0,Random,HRS-only,117,1,1829,170,0.3
50,3.0,Random,CVSS-only,117,1,1829,170,0.04
50,3.0,Random,Random,117,1,1829,170,0.1
50,3.0,Random,HygienePrio-full,117,2,1783,169,0.7
50,3.0,Random,EPSS-only,117,2,1783,169,0.44
50,3.0,Random,HRS-only,117,2,1783,169,0.3
50,3.0,Random,CVSS-only,117,2,1783,169,0.04
50,3.0,Random,Random,117,2,1783,169,0.16
50,3.0,Random,HygienePrio-full,117,3,1736,153,0.62
50,3.0,Random,EPSS-only,117,3,1736,153,0.38
50,3.0,Random,HRS-only,117,3,1736,153,0.26
50,3.0,Random,CVSS-only,117,3,1736,153,0.04
50,3.0,Random,Random,117,3,1736,153,0.1
50,3.0,Random,HygienePrio-full,117,4,1690,163,0.6
50,3.0,Random,EPSS-only,117,4,1690,163,0.34
50,3.0,Random,HRS-only,117,4,1690,163,0.24
50,3.0,Random,CVSS-only,117,4,1690,163,0.04
50,3.0,Random,Random,117,4,1690,163,0.12
50,3.0,Random,HygienePrio-full,117,5,1641,169,0.62
50,3.0,Random,EPSS-only,117,5,1641,169,0.38
50,3.0,Random,HRS-only,117,5,1641,169,0.32
50,3.0,Random,CVSS-only,117,5,1641,169,0.06
50,3.0,Random,Random,117,5,1641,169,0.1
50,3.0,Random,HygienePrio-full,117,6,1594,174,0.58
50,3.0,Random,EPSS-only,117,6,1594,174,0.38
50,3.0,Random,HRS-only,117,6,1594,174,0.26
50,3.0,Random,CVSS-only,117,6,1594,174,0.04
50,3.0,Random,Random,117,6,1594,174,0.08
50,3.0,Random,HygienePrio-full,118,1,1740,163,0.52
50,3.0,Random,EPSS-only,118,1,1740,163,0.32
50,3.0,Random,HRS-only,118,1,1740,163,0.36
50,3.0,Random,CVSS-only,118,1,1740,163,0.06
50,3.0,Random,Random,118,1,1740,163,0.06
50,3.0,Random,HygienePrio-full,118,2,1692,175,0.52
50,3.0,Random,EPSS-only,118,2,1692,175,0.36
50,3.0,Random,HRS-only,118,2,1692,175,0.4
50,3.0,Random,CVSS-only,118,2,1692,175,0.1
50,3.0,Random,Random,118,2,1692,175,0.14
50,3.0,Random,HygienePrio-full,118,3,1643,176,0.58
50,3.0,Random,EPSS-only,118,3,1643,176,0.34
50,3.0,Random,HRS-only,118,3,1643,176,0.4
50,3.0,Random,CVSS-only,118,3,1643,176,0.06
50,3.0,Random,Random,118,3,1643,176,0.14
50,3.0,Random,HygienePrio-full,118,4,1595,172,0.58
50,3.0,Random,EPSS-only,118,4,1595,172,0.34
50,3.0,Random,HRS-only,118,4,1595,172,0.38
50,3.0,Random,CVSS-only,118,4,1595,172,0.06
50,3.0,Random,Random,118,4,1595,172,0.12
50,3.0,Random,HygienePrio-full,118,5,1547,178,0.64
50,3.0,Random,EPSS-only,118,5,1547,178,0.38
50,3.0,Random,HRS-only,118,5,1547,178,0.46
50,3.0,Random,CVSS-only,118,5,1547,178,0.08
50,3.0,Random,Random,118,5,1547,178,0.12
50,3.0,Random,HygienePrio-full,118,6,1498,191,0.7
50,3.0,Random,EPSS-only,118,6,1498,191,0.46
50,3.0,Random,HRS-only,118,6,1498,191,0.44
50,3.0,Random,CVSS-only,118,6,1498,191,0.06
50,3.0,Random,Random,118,6,1498,191,0.06
50,3.0,Random,HygienePrio-full,119,1,1705,153,0.7
50,3.0,Random,EPSS-only,119,1,1705,153,0.46
50,3.0,Random,HRS-only,119,1,1705,153,0.28
50,3.0,Random,CVSS-only,119,1,1705,153,0.1
50,3.0,Random,Random,119,1,1705,153,0.04
50,3.0,Random,HygienePrio-full,119,2,1658,155,0.68
50,3.0,Random,EPSS-only,119,2,1658,155,0.44
50,3.0,Random,HRS-only,119,2,1658,155,0.3
50,3.0,Random,CVSS-only,119,2,1658,155,0.16
50,3.0,Random,Random,119,2,1658,155,0.06
50,3.0,Random,HygienePrio-full,119,3,1612,149,0.66
50,3.0,Random,EPSS-only,119,3,1612,149,0.42
50,3.0,Random,HRS-only,119,3,1612,149,0.3
50,3.0,Random,CVSS-only,119,3,1612,149,0.12
50,3.0,Random,Random,119,3,1612,149,0.16
50,3.0,Random,HygienePrio-full,119,4,1567,138,0.62
50,3.0,Random,EPSS-only,119,4,1567,138,0.38
50,3.0,Random,HRS-only,119,4,1567,138,0.3
50,3.0,Random,CVSS-only,119,4,1567,138,0.12
50,3.0,Random,Random,119,4,1567,138,0.02
50,3.0,Random,HygienePrio-full,119,5,1521,153,0.7
50,3.0,Random,EPSS-only,119,5,1521,153,0.44
50,3.0,Random,HRS-only,119,5,1521,153,0.26
50,3.0,Random,CVSS-only,119,5,1521,153,0.1
50,3.0,Random,Random,119,5,1521,153,0.1
50,3.0,Random,HygienePrio-full,119,6,1480,152,0.7
50,3.0,Random,EPSS-only,119,6,1480,152,0.46
50,3.0,Random,HRS-only,119,6,1480,152,0.3
50,3.0,Random,CVSS-only,119,6,1480,152,0.14
50,3.0,Random,Random,119,6,1480,152,0.16
50,3.0,Random,HygienePrio-full,120,1,1803,173,0.66
50,3.0,Random,EPSS-only,120,1,1803,173,0.32
50,3.0,Random,HRS-only,120,1,1803,173,0.26
50,3.0,Random,CVSS-only,120,1,1803,173,0.06
50,3.0,Random,Random,120,1,1803,173,0.08
50,3.0,Random,HygienePrio-full,120,2,1755,174,0.66
50,3.0,Random,EPSS-only,120,2,1755,174,0.32
50,3.0,Random,HRS-only,120,2,1755,174,0.28
50,3.0,Random,CVSS-only,120,2,1755,174,0.06
50,3.0,Random,Random,120,2,1755,174,0.08
50,3.0,Random,HygienePrio-full,120,3,1710,178,0.64
50,3.0,Random,EPSS-only,120,3,1710,178,0.3
50,3.0,Random,HRS-only,120,3,1710,178,0.28
50,3.0,Random,CVSS-only,120,3,1710,178,0.04
50,3.0,Random,Random,120,3,1710,178,0.08
50,3.0,Random,HygienePrio-full,120,4,1662,171,0.64
50,3.0,Random,EPSS-only,120,4,1662,171,0.36
50,3.0,Random,HRS-only,120,4,1662,171,0.26
50,3.0,Random,CVSS-only,120,4,1662,171,0.06
50,3.0,Random,Random,120,4,1662,171,0.06
50,3.0,Random,HygienePrio-full,120,5,1613,183,0.64
50,3.0,Random,EPSS-only,120,5,1613,183,0.42
50,3.0,Random,HRS-only,120,5,1613,183,0.38
50,3.0,Random,CVSS-only,120,5,1613,183,0.06
50,3.0,Random,Random,120,5,1613,183,0.1
50,3.0,Random,HygienePrio-full,120,6,1565,189,0.68
50,3.0,Random,EPSS-only,120,6,1565,189,0.34
50,3.0,Random,HRS-only,120,6,1565,189,0.32
50,3.0,Random,CVSS-only,120,6,1565,189,0.1
50,3.0,Random,Random,120,6,1565,189,0.14
50,3.0,Random,HygienePrio-full,121,1,1734,168,0.52
50,3.0,Random,EPSS-only,121,1,1734,168,0.34
50,3.0,Random,HRS-only,121,1,1734,168,0.32
50,3.0,Random,CVSS-only,121,1,1734,168,0.12
50,3.0,Random,Random,121,1,1734,168,0.1
50,3.0,Random,HygienePrio-full,121,2,1688,183,0.58
50,3.0,Random,EPSS-only,121,2,1688,183,0.32
50,3.0,Random,HRS-only,121,2,1688,183,0.32
50,3.0,Random,CVSS-only,121,2,1688,183,0.1
50,3.0,Random,Random,121,2,1688,183,0.14
50,3.0,Random,HygienePrio-full,121,3,1640,187,0.56
50,3.0,Random,EPSS-only,121,3,1640,187,0.3
50,3.0,Random,HRS-only,121,3,1640,187,0.34
50,3.0,Random,CVSS-only,121,3,1640,187,0.12
50,3.0,Random,Random,121,3,1640,187,0.12
50,3.0,Random,HygienePrio-full,121,4,1594,184,0.58
50,3.0,Random,EPSS-only,121,4,1594,184,0.34
50,3.0,Random,HRS-only,121,4,1594,184,0.3
50,3.0,Random,CVSS-only,121,4,1594,184,0.12
50,3.0,Random,Random,121,4,1594,184,0.12
50,3.0,Random,HygienePrio-full,121,5,1546,181,0.62
50,3.0,Random,EPSS-only,121,5,1546,181,0.4
50,3.0,Random,HRS-only,121,5,1546,181,0.28
50,3.0,Random,CVSS-only,121,5,1546,181,0.16
50,3.0,Random,Random,121,5,1546,181,0.12
50,3.0,Random,HygienePrio-full,121,6,1503,178,0.62
50,3.0,Random,EPSS-only,121,6,1503,178,0.36
50,3.0,Random,HRS-only,121,6,1503,178,0.32
50,3.0,Random,CVSS-only,121,6,1503,178,0.18
50,3.0,Random,Random,121,6,1503,178,0.12
50,3.0,Random,HygienePrio-full,122,1,1855,163,0.46
50,3.0,Random,EPSS-only,122,1,1855,163,0.24
50,3.0,Random,HRS-only,122,1,1855,163,0.24
50,3.0,Random,CVSS-only,122,1,1855,163,0.02
50,3.0,Random,Random,122,1,1855,163,0.18
50,3.0,Random,HygienePrio-full,122,2,1808,167,0.54
50,3.0,Random,EPSS-only,122,2,1808,167,0.24
50,3.0,Random,HRS-only,122,2,1808,167,0.28
50,3.0,Random,CVSS-only,122,2,1808,167,0.04
50,3.0,Random,Random,122,2,1808,167,0.04
50,3.0,Random,HygienePrio-full,122,3,1762,171,0.56
50,3.0,Random,EPSS-only,122,3,1762,171,0.26
50,3.0,Random,HRS-only,122,3,1762,171,0.28
50,3.0,Random,CVSS-only,122,3,1762,171,0.04
50,3.0,Random,Random,122,3,1762,171,0.14
50,3.0,Random,HygienePrio-full,122,4,1718,180,0.46
50,3.0,Random,EPSS-only,122,4,1718,180,0.2
50,3.0,Random,HRS-only,122,4,1718,180,0.28
50,3.0,Random,CVSS-only,122,4,1718,180,0.02
50,3.0,Random,Random,122,4,1718,180,0.1
50,3.0,Random,HygienePrio-full,122,5,1673,182,0.44
50,3.0,Random,EPSS-only,122,5,1673,182,0.2
50,3.0,Random,HRS-only,122,5,1673,182,0.26
50,3.0,Random,CVSS-only,122,5,1673,182,0.08
50,3.0,Random,Random,122,5,1673,182,0.08
50,3.0,Random,HygienePrio-full,122,6,1629,181,0.56
50,3.0,Random,EPSS-only,122,6,1629,181,0.3
50,3.0,Random,HRS-only,122,6,1629,181,0.26
50,3.0,Random,CVSS-only,122,6,1629,181,0.1
50,3.0,Random,Random,122,6,1629,181,0.12
50,3.0,Random,HygienePrio-full,123,1,1709,166,0.64
50,3.0,Random,EPSS-only,123,1,1709,166,0.46
50,3.0,Random,HRS-only,123,1,1709,166,0.16
50,3.0,Random,CVSS-only,123,1,1709,166,0.12
50,3.0,Random,Random,123,1,1709,166,0.14
50,3.0,Random,HygienePrio-full,123,2,1661,161,0.66
50,3.0,Random,EPSS-only,123,2,1661,161,0.42
50,3.0,Random,HRS-only,123,2,1661,161,0.18
50,3.0,Random,CVSS-only,123,2,1661,161,0.1
50,3.0,Random,Random,123,2,1661,161,0.14
50,3.0,Random,HygienePrio-full,123,3,1619,156,0.58
50,3.0,Random,EPSS-only,123,3,1619,156,0.38
50,3.0,Random,HRS-only,123,3,1619,156,0.2
50,3.0,Random,CVSS-only,123,3,1619,156,0.1
50,3.0,Random,Random,123,3,1619,156,0.06
50,3.0,Random,HygienePrio-full,123,4,1571,161,0.64
50,3.0,Random,EPSS-only,123,4,1571,161,0.42
50,3.0,Random,HRS-only,123,4,1571,161,0.22
50,3.0,Random,CVSS-only,123,4,1571,161,0.12
50,3.0,Random,Random,123,4,1571,161,0.08
50,3.0,Random,HygienePrio-full,123,5,1525,173,0.7
50,3.0,Random,EPSS-only,123,5,1525,173,0.42
50,3.0,Random,HRS-only,123,5,1525,173,0.22
50,3.0,Random,CVSS-only,123,5,1525,173,0.16
50,3.0,Random,Random,123,5,1525,173,0.1
50,3.0,Random,HygienePrio-full,123,6,1478,172,0.6
50,3.0,Random,EPSS-only,123,6,1478,172,0.38
50,3.0,Random,HRS-only,123,6,1478,172,0.24
50,3.0,Random,CVSS-only,123,6,1478,172,0.16
50,3.0,Random,Random,123,6,1478,172,0.12
50,3.0,Random,HygienePrio-full,124,1,1673,164,0.58
50,3.0,Random,EPSS-only,124,1,1673,164,0.38
50,3.0,Random,HRS-only,124,1,1673,164,0.22
50,3.0,Random,CVSS-only,124,1,1673,164,0.06
50,3.0,Random,Random,124,1,1673,164,0.1
50,3.0,Random,HygienePrio-full,124,2,1623,178,0.68
50,3.0,Random,EPSS-only,124,2,1623,178,0.42
50,3.0,Random,HRS-only,124,2,1623,178,0.34
50,3.0,Random,CVSS-only,124,2,1623,178,0.06
