condition_id,task_id,method_id,mean_ap,mean_pk,rule_ap,rule_pk,failure_flag,n_seeds
c_fresh_seed137,T2,M3_iforest,0.744047619047619,0.6666666666666666,0.8734126984126984,0.6666666666666666,True,1
c_fresh_seed137,T2,M4_lof,1.0,0.6666666666666666,0.8734126984126984,0.6666666666666666,False,1
c_fresh_seed137,T2,M5_ocsvm,0.9761904761904762,0.6666666666666666,0.8734126984126984,0.6666666666666666,False,1
c_fresh_seed137,T2,M6_linearae,0.9761904761904762,0.6666666666666666,0.8734126984126984,0.6666666666666666,False,1
c_fresh_seed137,T2,M7_zscore,0.9761904761904762,0.6666666666666666,0.8734126984126984,0.6666666666666666,False,1
c_fresh_seed137,T2,M8_graphif,0.744047619047619,0.6666666666666666,0.8734126984126984,0.6666666666666666,True,1
c_fresh_seed137,T3,M2_hybrid,1.0,0.2,1.0,0.2,True,1
c_fresh_seed137,T3,M3_iforest,1.0,0.2,1.0,0.2,True,1
c_fresh_seed137,T3,M4_lof,0.3206349206349206,0.2,1.0,0.2,True,1
c_fresh_seed137,T3,M5_ocsvm,0.6388888888888888,0.2,1.0,0.2,True,1
c_fresh_seed137,T3,M6_linearae,1.0,0.2,1.0,0.2,True,1
c_fresh_seed137,T3,M7_zscore,0.3472222222222222,0.2,1.0,0.2,True,1
c_fresh_seed137,T3,M8_graphif,1.0,0.2,1.0,0.2,True,1
c_fresh_seed137,T4,M2_hybrid,0.7652983489940012,0.5,0.9443918072877349,0.65,True,1
c_fresh_seed137,T4,M3_iforest,0.7772968869122715,0.45,0.9443918072877349,0.65,True,1
c_fresh_seed137,T4,M4_lof,0.9821780783319245,0.65,0.9443918072877349,0.65,True,1
c_fresh_seed137,T4,M5_ocsvm,1.0,0.65,0.9443918072877349,0.65,False,1
c_fresh_seed137,T4,M6_linearae,1.0,0.65,0.9443918072877349,0.65,False,1
c_fresh_seed137,T4,M7_zscore,0.8246177718930031,0.5,0.9443918072877349,0.65,True,1
c_fresh_seed137,T5,M2_hybrid,0.6985282478908412,0.56,0.7895259539222388,0.64,True,1
c_fresh_seed137,T5,M3_iforest,0.7858716318081643,0.68,0.7895259539222388,0.64,True,1
c_fresh_seed137,T5,M4_lof,0.8162054863818224,0.68,0.7895259539222388,0.64,True,1
c_fresh_seed137,T5,M5_ocsvm,0.8559183286165384,0.6,0.7895259539222388,0.64,False,1
c_fresh_seed137,T5,M6_linearae,0.7346992286420764,0.44,0.7895259539222388,0.64,True,1
c_fresh_seed137,T5,M7_zscore,0.5787912327538522,0.4,0.7895259539222388,0.64,True,1
c_fresh_seed137,T6,M2_hybrid,0.6916666666666667,0.4,1.0,0.4,True,1
c_fresh_seed137,T6,M3_iforest,0.4303571428571429,0.4,1.0,0.4,True,1
c_fresh_seed137,T6,M4_lof,1.0,0.4,1.0,0.4,True,1
c_fresh_seed137,T6,M5_ocsvm,0.6083333333333333,0.4,1.0,0.4,True,1
c_fresh_seed137,T6,M6_linearae,1.0,0.4,1.0,0.4,True,1
c_fresh_seed137,T6,M7_zscore,1.0,0.4,1.0,0.4,True,1
c_fresh_seed137,T6,M8_graphif,0.4303571428571429,0.4,1.0,0.4,True,1
c_fresh_seed137,T7,M2_hybrid,0.3666666666666667,0.2,1.0,0.2,True,1
c_fresh_seed137,T7,M3_iforest,0.75,0.2,1.0,0.2,True,1
c_fresh_seed137,T7,M4_lof,1.0,0.2,1.0,0.2,True,1
c_fresh_seed137,T7,M5_ocsvm,0.75,0.2,1.0,0.2,True,1
c_fresh_seed137,T7,M6_linearae,0.8333333333333333,0.2,1.0,0.2,True,1
c_fresh_seed137,T7,M7_zscore,1.0,0.2,1.0,0.2,True,1
c_fresh_seed137,T7,M8_graphif,0.75,0.2,1.0,0.2,True,1
c_fresh_seed2024,T1,M2_hybrid,1.0,0.4,1.0,0.4,True,1
c_fresh_seed2024,T1,M3_iforest,1.0,0.4,1.0,0.4,True,1
c_fresh_seed2024,T1,M4_lof,1.0,0.4,1.0,0.4,True,1
c_fresh_seed2024,T1,M5_ocsvm,1.0,0.4,1.0,0.4,True,1
c_fresh_seed2024,T1,M6_linearae,1.0,0.4,1.0,0.4,True,1
c_fresh_seed2024,T1,M7_zscore,1.0,0.4,1.0,0.4,True,1
c_fresh_seed2024,T1,M8_graphif,1.0,0.4,1.0,0.4,True,1
c_fresh_seed2024,T2,M2_hybrid,0.7345238095238095,0.8571428571428571,0.8178571428571428,0.8571428571428571,True,1
c_fresh_seed2024,T2,M3_iforest,0.7345238095238095,0.8571428571428571,0.8178571428571428,0.8571428571428571,True,1
c_fresh_seed2024,T2,M4_lof,0.9484126984126984,0.8571428571428571,0.8178571428571428,0.8571428571428571,False,1
c_fresh_seed2024,T2,M5_ocsvm,0.9484126984126984,0.8571428571428571,0.8178571428571428,0.8571428571428571,False,1
c_fresh_seed2024,T2,M6_linearae,0.9484126984126984,0.8571428571428571,0.8178571428571428,0.8571428571428571,False,1
c_fresh_seed2024,T2,M7_zscore,0.9761904761904762,0.8571428571428571,0.8178571428571428,0.8571428571428571,False,1
c_fresh_seed2024,T2,M8_graphif,0.7345238095238095,0.8571428571428571,0.8178571428571428,0.8571428571428571,True,1
c_fresh_seed2024,T3,M2_hybrid,1.0,0.2,1.0,0.2,True,1
